,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
46,1/1/19 0:33,2.26674E+15,"fraud_Schaefer, Maggio and Daugherty",gas_transport,55.78,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,7/25/72,392529cae1f1f1647093732a8f319c50,1325378031,35.255978,-86.041872,0
47,1/1/19 0:34,3.55363E+15,fraud_Stracke-Lemke,grocery_pos,83.07,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",9/1/84,9b7a0619dcc5c572dc134f2827ed5a6b,1325378050,48.682111,-122.719904,0
48,1/1/19 0:36,3.51106E+15,"fraud_Mosciski, Ziemann and Farrell",shopping_net,4.38,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",1/6/60,f1e1ad954f49955c37b45eb71b2d1642,1325378172,39.681736,-88.323862,0
49,1/1/19 0:36,4.11027E+18,fraud_Cartwright-Harris,grocery_pos,130.89,Sandra,Schwartz,F,3789 Mark Walks,Sunflower,MS,38778,33.5567,-90.5451,1686,"Education officer, community",11/6/86,e02fd7d82af517718f83a3f05077d435,1325378218,33.595647,-90.234118,0
50,1/1/19 0:37,4.26578E+15,fraud_Pacocha-O'Reilly,grocery_pos,103,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1/5/54,289789e617eece42a9cafe36680b1b69,1325378238,35.034285,-92.34301,0
51,1/1/19 0:39,3.58379E+15,fraud_Pfeffer LLC,grocery_net,50.82,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,9/27/70,64a6d4be2510d764cbd869cd2a57a4fd,1325378362,34.852665,-98.90267,0
52,1/1/19 0:39,2.13194E+14,fraud_Huels-Hahn,gas_transport,60.77,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,2/9/94,211c26efcb0ed5e87d4700daee23e070,1325378377,45.323099,-85.116543,0
53,1/1/19 0:39,60495593109,fraud_Volkman PLC,food_dining,122.86,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,11/24/42,7d68e49b63d845b808108fcd41c15877,1325378383,32.282224,-97.46183,0
54,1/1/19 0:40,4.72584E+18,fraud_Kiehn-Emmerich,grocery_pos,212.45,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/94,88fde595524ba43924f36bd397b86413,1325378444,31.414174,-87.138632,0
55,1/1/19 0:40,3.04043E+13,fraud_Kemmer-Buckridge,misc_pos,7.33,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,10/25/93,01620e8ae84989a6f95581855e49da99,1325378448,43.1763,-77.901777,0
56,1/1/19 0:40,2.13179E+14,fraud_Cummerata-Jones,gas_transport,70.53,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,10/18/76,7b91bd200c11c5cd24b43694e12b5bbc,1325378450,46.043252,-117.962133,0
57,1/1/19 0:40,2.35628E+15,"fraud_Goldner, Kovacek and Abbott",grocery_pos,58.26,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,21619,38.9583,-76.2842,5848,Paediatric nurse,2/15/81,d94f89d7360cd6bade6cf1b73d003e8f,1325378458,39.240962,-76.712732,0
58,1/1/19 0:41,3.56874E+15,fraud_Spinka-Welch,grocery_net,50.45,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,3/13/74,16e0d3920a0e896a70fa54e7162165c0,1325378503,41.776673,-93.350689,0
59,1/1/19 0:41,4.64226E+15,fraud_Huel-Langworth,misc_net,177.57,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",4/23/87,048dc7fc7ae8efd51f59f7176e6a8bd7,1325378505,38.419431,-109.380252,0
60,1/1/19 0:42,4.50914E+15,fraud_Macejkovic-Lesch,shopping_pos,8.57,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",7/12/26,70ed1a189a6bce479e564b120f2379d9,1325378546,32.023302,-82.58345,0
61,1/1/19 0:43,3.54756E+15,fraud_Corwin-Collins,gas_transport,56.66,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",12/21/66,144d8b04f90eb30e8df105a091212d99,1325378618,44.00529,-86.25199,0
62,1/1/19 0:44,4.43309E+15,fraud_Morar Inc,grocery_net,75.34,Linda,Davis,F,493 Todd Views,Gaithersburg,MD,20882,39.2335,-77.1458,135332,Clinical biochemist,3/28/36,d6b7e57ba04fbb046f93a87301e493cb,1325378660,38.817293,-77.833468,0
63,1/1/19 0:44,2.72043E+15,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,62.54,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",8/22/97,2eb55ba0572d67a64baaa8c463878d8c,1325378683,43.585423,-70.449359,0
64,1/1/19 0:45,4.71656E+15,"fraud_Huel, Hammes and Witting",grocery_pos,92.84,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/72,985ebf94aa7a3beeb927d07f77f0354c,1325378713,49.080153,-113.53238,0
65,1/1/19 0:46,3.53692E+15,"fraud_Ferry, Lynch and Kautzer",misc_net,2.76,Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,6/12/55,70ca7fe41f09770d724a027152dcb9f0,1325378778,37.548452,-121.536454,0
66,1/1/19 0:47,3.52567E+15,fraud_Heathcote LLC,shopping_net,101.35,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137,Film/video editor,8/13/90,dab9571cce549056d3c6fedc525ccf23,1325378875,46.796891,-86.331091,0
67,1/1/19 0:48,4.70787E+15,fraud_Huel-Langworth,misc_net,303.47,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",2/4/67,cdb332a151bdd568d98837b9e19043b8,1325378889,36.394203,-82.514283,0
68,1/1/19 0:49,4.66631E+18,"fraud_Little, Gutmann and Lynch",shopping_net,83.52,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",6/21/74,5f7aafc802c8acb5924041bca310040f,1325378965,40.992141,-98.831582,0
69,1/1/19 0:49,2.24874E+15,fraud_Torphy-Goyette,shopping_pos,9.97,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,11/11/62,22be5ae91a9497c54279abdb4b25210d,1325378971,38.075226,-99.138453,0
70,1/1/19 0:50,4.51283E+18,fraud_Jaskolski-Dibbert,grocery_net,16.16,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,7/25/83,514a1b5251ca91aeab8994cf6253f04b,1325379053,39.222743,-78.839099,0
71,1/1/19 0:52,3.50151E+15,fraud_Hackett-Lueilwitz,grocery_pos,59.56,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1/2/79,e922037de4ac8a6bec29be758e4ce195,1325379177,25.801181,-82.351291,0
72,1/1/19 0:55,3.0273E+13,fraud_Cummings LLC,gas_transport,57.23,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,6/13/00,044fca5318d0550ed661b507b216f83c,1325379305,36.144895,-92.188172,0
73,1/1/19 0:56,3.55888E+15,"fraud_Swaniawski, Lowe and Robel",shopping_pos,317.14,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",3/28/57,3fe3286b0ea3f8c8857ec2e3da17b853,1325379372,35.268124,-112.682895,0
74,1/1/19 0:56,3.04876E+13,"fraud_Osinski, Ledner and Leuschke",grocery_pos,127.88,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350,Counsellor,1/5/55,02384110799958e20345759c49a8910b,1325379404,38.860981,-86.773396,0
75,1/1/19 0:56,5.71465E+11,"fraud_Reichert, Huels and Hoppe",shopping_net,113.4,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,2/26/76,9d660a18154a3ba5fe869f373c6f819c,1325379419,42.868965,-108.50335,0
76,1/1/19 0:57,3.78006E+14,fraud_Ankunding LLC,shopping_net,94.53,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,1/7/82,d513918bedeff433054b9384483bd79c,1325379437,37.84676,-79.262334,0
77,1/1/19 0:57,3.41283E+14,fraud_Pfeffer and Sons,shopping_pos,1.82,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",9/8/35,35dd52e536ac27feca9d33ad8426f579,1325379450,31.973466,-84.244731,0
78,1/1/19 0:58,4.48113E+12,"fraud_Greenholt, Jacobi and Gleason",gas_transport,75.77,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,4/30/75,1240cd77c20744f96aa5e6a5cf9b1fcf,1325379482,42.889256,-71.888107,0
79,1/1/19 0:58,4.68726E+12,fraud_Kunze Inc,grocery_pos,108.59,Sarah,Cross,F,273 Phillip Throughway,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,4/28/77,c7398ef8cebfefee82e590d473cf538b,1325379533,44.51103,-95.934394,0
80,1/1/19 0:59,5.45678E+15,fraud_Harris Inc,gas_transport,48.68,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,5/25/54,673b35c970ef05a2acceb2af42f919d7,1325379565,40.237898,-79.894073,0
81,1/1/19 1:00,4.98113E+12,"fraud_Connelly, Reichert and Fritsch",gas_transport,72.35,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,4/3/46,cfe0948d7b26c9fef58e59a9bf41d3e5,1325379619,39.308098,-81.698525,0
82,1/1/19 1:00,6.01189E+15,fraud_Howe Ltd,misc_pos,218.71,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,7/31/75,43204045928cb3449edc63078a75b48c,1325379648,39.335171,-104.102882,0
83,1/1/19 1:01,6.53463E+15,fraud_Torp-Labadie,gas_transport,52.59,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,3/19/98,2686067ebeee0aa355a750faf309384e,1325379708,45.084808,-73.626071,0
84,1/1/19 1:02,3.76028E+14,fraud_Wolf Inc,grocery_pos,89.11,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,12/23/74,1cb03ad950bab1ca74b02500644ec1ba,1325379736,40.773306,-92.821257,0
85,1/1/19 1:02,5.71365E+11,fraud_VonRueden Group,grocery_net,89.35,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",7/12/95,bce01a6ae8b8c6227cd4f1de751c017c,1325379773,44.630758,-87.123894,0
86,1/1/19 1:04,3.51876E+15,fraud_Vandervort-Funk,grocery_pos,50.68,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,11/24/89,61861370b5c31b9c00fd949124944d7a,1325379888,38.482541,-108.853856,0
87,1/1/19 1:06,5.45678E+15,fraud_Bernhard Inc,gas_transport,64.47,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,5/25/54,93953aab1a46beb5d65c8ab368a3f860,1325379966,40.068764,-79.826882,0
88,1/1/19 1:06,3.57758E+15,"fraud_Morissette, Weber and Wiegand",grocery_net,63.58,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",8/25/83,0189da32192f942196b01f50bcebeac8,1325379982,41.8136,-81.23077,0
89,1/1/19 1:08,2.13112E+14,fraud_Brekke and Sons,gas_transport,81.85,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),6/3/84,4e2abdbd30c0353eeddf16650e1fc46b,1325380111,33.828473,-81.642924,0
90,1/1/19 1:09,3.59233E+15,fraud_Mraz-Herzog,gas_transport,59.7,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,8/15/35,9431e17d0ed2ec210587c4085d4c6887,1325380162,36.962777,-77.640054,0
91,1/1/19 1:09,4.68352E+15,fraud_Ledner-Pfannerstill,gas_transport,90.54,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",4/19/95,295b782f9fa48f76f508179ec6412f9d,1325380181,32.990285,-117.836803,0
